6422 130254
1213 20 -3.332204510175204
1213 27 -2.233592221507094
1213 70 -3.332204510175204
1213 77 -3.332204510175204
1213 84 -2.233592221507094
1213 134 -3.332204510175204
1213 175 -3.332204510175204
1213 215 -3.332204510175204
1213 530 -3.332204510175204
1213 3066 -3.332204510175204
1214 18 -1.386294361119891
1214 66 -0.693147180559945
1214 117 -1.386294361119891
1215 1 -1.504077396776274
1215 10 -2.197224577336220
1215 18 -2.197224577336220
1215 27 -2.197224577336220
1215 75 -2.197224577336220
1215 117 -2.197224577336220
1215 215 -2.197224577336220
1215 2367 -2.197224577336220
1216 207 0.000000000000000
1217 1 -2.484906649788000
1217 14 -1.925290861852577
1217 18 -3.871201010907891
1217 20 -2.772588722239781
1217 27 -2.079441541679836
1217 33 -3.871201010907891
1217 37 -3.871201010907891
1217 66 -3.871201010907891
1217 79 -3.871201010907891
1217 83 -3.871201010907891
1217 85 -1.568615917913845
1217 110 -3.871201010907891
1217 129 -3.178053830347946
1217 182 -3.871201010907891
1217 184 -3.871201010907891
1217 215 -3.871201010907891
1217 520 -2.772588722239781
1217 609 -3.871201010907891
1217 963 -3.871201010907891
1217 1776 -3.871201010907891
1218 20 -0.109199291964992
1218 27 -2.674148649426529
1218 200 -3.367295829986474
1219 18 -0.693147180559945
1219 67 -0.693147180559945
1220 15 -2.302585092994045
1220 18 -2.302585092994045
1220 20 -1.609437912434100
1220 27 -2.302585092994045
1220 66 -0.916290731874155
1220 85 -2.302585092994045
1221 27 -0.693147180559945
1221 900 -0.693147180559945
1222 1 -2.772588722239781
1222 3 -2.772588722239781
1222 9 -2.772588722239781
1222 14 -1.673976433571672
1222 33 -2.772588722239781
1222 66 -2.772588722239781
1222 84 -2.079441541679836
1222 85 -2.772588722239781
1222 157 -2.772588722239781
1222 182 -2.772588722239781
1222 215 -2.772588722239781
1222 530 -2.772588722239781
1222 3232 -2.772588722239781
1223 10 -3.951243718581427
1223 66 -3.951243718581427
1223 69 -3.258096538021482
1223 75 -3.951243718581427
1223 85 -3.951243718581427
1223 94 -2.564949357461537
1223 96 -3.951243718581427
1223 175 -2.341805806147327
1223 198 -3.951243718581427
1223 221 -3.951243718581427
1223 233 -3.951243718581427
1223 239 -3.951243718581427
1223 313 -3.951243718581427
1223 373 -3.951243718581427
1223 432 -3.951243718581427
1223 503 -2.159484249353372
1223 645 -3.951243718581427
1223 686 -3.951243718581427
1223 815 -3.951243718581427
1223 922 -3.951243718581427
1223 985 -3.951243718581427
1223 994 -3.951243718581427
1223 1254 -3.258096538021482
1223 1277 -3.258096538021482
1223 1397 -3.951243718581427
1223 1684 -3.258096538021482
1223 1759 -3.951243718581427
1223 2172 -3.951243718581427
1223 3008 -3.951243718581427
1223 3689 -3.951243718581427
1223 3702 -3.951243718581427
1223 3776 -3.951243718581427
1223 4151 -3.951243718581427
1223 4777 -3.951243718581427
1223 5424 -3.951243718581427
1223 5809 -3.951243718581427
1224 14 -1.526056303495049
1224 27 -1.343734746701095
1224 37 -3.135494215929150
1224 66 -1.526056303495049
1224 79 -3.135494215929150
1224 84 -2.442347035369204
1224 175 -3.135494215929150
1224 182 -3.135494215929150
1224 2489 -3.135494215929150
1225 14 -2.079441541679836
1225 27 -2.079441541679836
1225 66 -2.079441541679836
1225 85 -2.079441541679836
1225 117 -1.386294361119891
1225 147 -2.079441541679836
1225 606 -2.079441541679836
1226 1 -2.079441541679836
1226 14 -1.386294361119891
1226 27 -1.386294361119891
1226 110 -2.079441541679836
1226 206 -2.079441541679836
1226 235 -2.079441541679836
1227 1228 0.000000000000000
1228 14 -0.693147180559945
1228 27 -1.386294361119891
1228 530 -1.386294361119891
1229 1 -2.890371757896165
1229 10 -2.890371757896165
1229 14 -2.197224577336220
1229 98 -2.890371757896165
1229 261 -2.890371757896165
1229 419 -2.197224577336220
1229 931 -2.197224577336220
1229 1393 -2.890371757896165
1229 2062 -2.197224577336220
1229 2346 -1.504077396776274
1229 6066 -2.890371757896165
1230 14 -0.693147180559945
1230 27 -2.079441541679836
1230 66 -1.386294361119891
1230 84 -2.079441541679836
1231 209 -0.693147180559945
1231 401 -0.693147180559945
1232 207 -0.693147180559945
1232 221 -1.791759469228055
1232 768 -1.791759469228055
1232 1233 -1.791759469228055
1233 1217 0.000000000000000
1234 8 -1.386294361119891
1234 27 -1.386294361119891
1234 31 -1.386294361119891
1234 85 -1.386294361119891
1235 3 -2.302585092994045
1235 14 -2.302585092994045
1235 27 -1.609437912434100
1235 69 -2.302585092994045
1235 84 -1.609437912434100
1235 125 -2.302585092994045
1235 223 -2.302585092994045
1235 294 -2.302585092994045
1236 4 -3.258096538021482
1236 8 -3.258096538021482
1236 14 -2.564949357461537
1236 15 -2.564949357461537
1236 20 -3.258096538021482
1236 27 -3.258096538021482
1236 67 -2.564949357461537
1236 93 -1.178654996341646
1236 159 -3.258096538021482
1236 207 -2.159484249353372
1236 329 -3.258096538021482
1236 530 -3.258096538021482
1236 555 -3.258096538021482
1236 727 -3.258096538021482
1237 15 -0.182321556793955
1237 207 -1.791759469228055
1238 14 -0.287682072451781
1238 27 -1.386294361119891
1239 8 -1.945910149055313
1239 15 -1.945910149055313
1239 31 -1.945910149055313
1239 66 -1.945910149055313
1239 75 -1.945910149055313
1239 159 -1.945910149055313
1239 207 -1.945910149055313
1240 14 -1.386294361119891
1240 15 -1.609437912434100
1240 27 -2.995732273553991
1240 31 -2.995732273553991
1240 38 -2.995732273553991
1240 53 -2.995732273553991
1240 75 -2.995732273553991
1240 97 -2.302585092994045
1240 109 -2.995732273553991
1240 142 -2.995732273553991
1240 207 -2.995732273553991
1240 800 -2.995732273553991
1241 14 -1.504077396776274
1241 66 -0.405465108108164
1241 2488 -2.197224577336220
1242 66 -0.051293294387551
1242 85 -2.995732273553991
1243 8 -1.704748092238425
1243 14 -2.397895272798371
1243 27 -2.397895272798371
1243 31 -2.397895272798371
1243 38 -2.397895272798371
1243 117 -2.397895272798371
1243 147 -2.397895272798371
1243 219 -2.397895272798371
1243 285 -2.397895272798371
1243 333 -2.397895272798371
1244 15 -1.791759469228055
1244 35 -1.791759469228055
1244 59 -1.791759469228055
1244 67 -1.791759469228055
1244 112 -1.791759469228055
1244 159 -1.791759469228055
1245 44 -1.945910149055313
1245 210 -2.639057329615259
1245 344 -2.639057329615259
1245 451 -2.639057329615259
1245 873 -2.639057329615259
1245 1605 -2.639057329615259
1245 3193 -2.639057329615259
1245 3555 -2.639057329615259
1245 3623 -2.639057329615259
1245 3702 -2.639057329615259
1245 3773 -2.639057329615259
1245 3953 -2.639057329615259
1245 4379 -2.639057329615259
1246 1 -2.484906649788000
1246 14 -3.178053830347946
1246 15 -3.178053830347946
1246 18 -2.484906649788000
1246 20 -1.386294361119891
1246 27 -2.484906649788000
1246 66 -3.178053830347946
1246 75 -3.178053830347946
1246 84 -3.178053830347946
1246 134 -3.178053830347946
1246 182 -3.178053830347946
1246 346 -3.178053830347946
1246 1247 -2.484906649788000
1246 2545 -3.178053830347946
1246 3440 -3.178053830347946
1247 14 -1.261131218165885
1247 18 -2.708050201102210
1247 27 -1.609437912434100
1247 31 -4.094344562222100
1247 37 -3.401197381662155
1247 75 -4.094344562222100
1247 84 -2.014903020542265
1247 85 -3.401197381662155
1247 117 -3.401197381662155
1247 134 -4.094344562222100
1247 157 -4.094344562222100
1247 168 -4.094344562222100
1247 175 -4.094344562222100
1247 201 -3.401197381662155
1247 206 -4.094344562222100
1247 530 -4.094344562222100
1247 737 -4.094344562222100
1247 792 -4.094344562222100
1247 1092 -4.094344562222100
1248 14 -2.639057329615259
1248 20 -1.722766597741104
1248 27 -4.025351690735150
1248 55 -0.693147180559945
1248 56 -4.025351690735150
1248 66 -4.025351690735150
1248 69 -4.025351690735150
1248 110 -3.332204510175204
1248 129 -4.025351690735150
1248 465 -4.025351690735150
1248 786 -4.025351690735150
1248 952 -4.025351690735150
1248 2244 -3.332204510175204
1248 4196 -4.025351690735150
1248 4839 -4.025351690735150
1249 129 -0.693147180559945
1249 1250 -0.693147180559945
1250 1 -1.791759469228055
1250 14 -1.386294361119891
1250 75 -2.484906649788000
1250 77 -2.484906649788000
1250 110 -2.484906649788000
1250 137 -2.484906649788000
1250 520 -2.484906649788000
1250 539 -2.484906649788000
1250 5444 -2.484906649788000
1251 129 -1.098612288668110
1251 1145 -1.098612288668110
1251 1247 -1.098612288668110
1252 14 -1.791759469228055
1252 18 -1.791759469228055
1252 27 -1.791759469228055
1252 110 -1.791759469228055
1252 129 -1.791759469228055
1252 394 -1.791759469228055
1253 10 -1.791759469228055
1253 20 -1.098612288668110
1253 27 -1.791759469228055
1253 38 -1.791759469228055
1253 206 -1.791759469228055
1254 1 -2.484906649788000
1254 4 -2.484906649788000
1254 8 -2.484906649788000
1254 10 -2.484906649788000
1254 14 -2.484906649788000
1254 20 -1.386294361119891
1254 27 -2.484906649788000
1254 31 -2.484906649788000
1254 207 -2.484906649788000
1254 221 -2.484906649788000
1255 1 -1.791759469228055
1255 66 -0.538996500732687
1255 85 -1.791759469228055
1255 112 -2.484906649788000
1256 1 -2.564949357461537
1256 9 -2.564949357461537
1256 14 -1.466337068793427
1256 20 -1.871802176901591
1256 27 -2.564949357461537
1256 84 -2.564949357461537
1256 463 -1.871802176901591
1256 520 -2.564949357461537
1256 3127 -2.564949357461537
1257 8 -1.098612288668110
1257 31 -1.098612288668110
1257 188 -1.098612288668110
1258 3 -1.098612288668110
1258 1466 -1.098612288668110
1258 4189 -1.098612288668110
1259 3 -3.091042453358316
1259 14 -2.397895272798371
1259 15 -3.091042453358316
1259 18 -3.091042453358316
1259 20 -0.451985123743057
1259 70 -3.091042453358316
1259 319 -3.091042453358316
1259 1532 -3.091042453358316
1260 27 0.000000000000000
1261 14 -1.791759469228055
1261 129 -1.098612288668110
1261 215 -1.791759469228055
1261 1231 -1.791759469228055
1261 2531 -1.791759469228055
1262 8 -1.098612288668110
1262 66 -1.098612288668110
1262 175 -1.098612288668110
1263 129 0.000000000000000
1264 1 -0.693147180559945
1264 84 -0.693147180559945
1265 18 -1.386294361119891
1265 36 -1.386294361119891
1265 69 -0.693147180559945
1266 66 -0.693147180559945
1266 159 -0.693147180559945
1267 15 -0.693147180559945
1267 31 -0.693147180559945
1268 186 0.000000000000000
1269 84 0.000000000000000
1270 31 -1.386294361119891
1270 207 -1.386294361119891
1270 1024 -1.386294361119891
1270 2877 -1.386294361119891
1271 18 -0.916290731874155
1271 27 -1.609437912434100
1271 31 -1.609437912434100
1271 706 -1.609437912434100
1272 9 -2.890371757896165
1272 14 -2.197224577336220
1272 20 -2.890371757896165
1272 27 -1.504077396776274
1272 77 -2.890371757896165
1272 83 -2.890371757896165
1272 84 -2.890371757896165
1272 117 -2.890371757896165
1272 129 -2.890371757896165
1272 235 -2.890371757896165
1272 530 -2.890371757896165
1272 539 -2.890371757896165
1272 609 -2.197224577336220
1273 1 -4.127134385045092
1273 3 -4.127134385045092
1273 14 -2.047692843365255
1273 15 -4.127134385045092
1273 18 -2.740840023925201
1273 20 -2.047692843365255
1273 27 -1.824549292051046
1273 37 -4.127134385045092
1273 66 -3.028522096376982
1273 79 -4.127134385045092
1273 83 -4.127134385045092
1273 84 -2.517696472610991
1273 85 -4.127134385045092
1273 129 -3.433987204485146
1273 147 -3.433987204485146
1273 175 -4.127134385045092
1273 182 -3.433987204485146
1273 255 -4.127134385045092
1273 520 -3.433987204485146
1273 539 -3.028522096376982
1273 706 -4.127134385045092
1273 800 -4.127134385045092
1273 1176 -4.127134385045092
1273 3286 -4.127134385045092
1274 31 -1.386294361119891
1274 38 -1.386294361119891
1274 207 -1.386294361119891
1274 3118 -1.386294361119891
1275 14 -1.791759469228055
1275 27 -1.098612288668110
1275 394 -1.791759469228055
1275 530 -1.791759469228055
1275 2545 -1.791759469228055
1276 3 -3.871201010907891
1276 9 -3.871201010907891
1276 14 -1.568615917913845
1276 18 -3.178053830347946
1276 20 -3.178053830347946
1276 24 -3.871201010907891
1276 27 -1.925290861852577
1276 36 -3.871201010907891
1276 70 -3.871201010907891
1276 77 -3.178053830347946
1276 79 -3.871201010907891
1276 84 -3.178053830347946
1276 90 -3.178053830347946
1276 110 -2.772588722239781
1276 117 -3.871201010907891
1276 129 -3.871201010907891
1276 223 -3.178053830347946
1276 520 -3.871201010907891
1276 539 -3.871201010907891
1276 656 -3.871201010907891
1276 694 -3.871201010907891
1276 1116 -3.871201010907891
1276 2762 -3.178053830347946
1276 4537 -3.871201010907891
1277 10 -3.178053830347946
1277 14 -2.079441541679836
1277 18 -3.178053830347946
1277 27 -3.178053830347946
1277 37 -3.178053830347946
1277 43 -3.178053830347946
1277 75 -3.178053830347946
1277 206 -3.178053830347946
1277 265 -3.178053830347946
1277 734 -3.178053830347946
1277 750 -3.178053830347946
1277 925 -3.178053830347946
1277 992 -3.178053830347946
1277 1176 -3.178053830347946
1277 1392 -3.178053830347946
1277 3258 -3.178053830347946
1277 3776 -3.178053830347946
1277 3981 -3.178053830347946
1277 4068 -3.178053830347946
1277 5031 -3.178053830347946
1277 5259 -3.178053830347946
1277 5647 -3.178053830347946
1278 20 0.000000000000000
1279 178 -1.098612288668110
1279 1280 -1.098612288668110
1279 3480 -1.098612288668110
1280 14 0.000000000000000
1281 10 -1.098612288668110
1281 56 -1.098612288668110
1281 66 -1.098612288668110
1282 14 -2.140066163496271
1282 18 -1.734601055388106
1282 20 -2.140066163496271
1282 27 -2.833213344056216
1282 33 -2.833213344056216
1282 66 -2.833213344056216
1282 77 -2.833213344056216
1282 84 -2.833213344056216
1282 147 -2.833213344056216
1282 182 -2.833213344056216
1282 420 -2.833213344056216
1282 530 -2.833213344056216
1282 1541 -2.833213344056216
1283 14 -1.504077396776274
1283 31 -1.098612288668110
1283 66 -2.197224577336220
1283 75 -2.197224577336220
1283 87 -1.504077396776274
1284 294 -1.386294361119891
1284 509 -1.386294361119891
1284 737 -1.386294361119891
1284 1023 -1.386294361119891
1285 27 -1.098612288668110
1285 207 -1.098612288668110
1285 592 -1.098612288668110
1286 1 -1.609437912434100
1286 14 -1.609437912434100
1286 27 -0.693147180559945
1286 84 -2.302585092994045
1287 14 -1.252762968495368
1287 15 -2.282382385676526
1287 20 -3.891820298110627
1287 27 -1.406913648322626
1287 66 -2.793208009442517
1287 77 -3.198673117550682
1287 85 -3.891820298110627
1287 142 -3.891820298110627
1287 231 -3.891820298110627
1287 272 -3.891820298110627
1287 412 -3.891820298110627
1287 495 -3.891820298110627
1287 530 -3.891820298110627
1287 649 -3.891820298110627
1287 709 -3.891820298110627
1287 1566 -3.891820298110627
1287 2367 -3.891820298110627
1287 3788 -3.891820298110627
1288 18 -1.609437912434100
1288 20 -0.223143551314210
1289 14 -2.772588722239781
1289 59 -2.772588722239781
1289 85 -2.772588722239781
1289 207 -2.772588722239781
1289 219 -2.772588722239781
1289 294 -2.772588722239781
1289 415 -2.772588722239781
1289 694 -2.772588722239781
1289 1176 -1.163150809805681
1289 1619 -1.673976433571672
1290 14 -1.871802176901591
1290 27 -1.871802176901591
1290 75 -1.178654996341646
1290 93 -2.564949357461537
1290 94 -2.564949357461537
1290 175 -2.564949357461537
1290 201 -2.564949357461537
1290 792 -2.564949357461537
1291 14 -2.079441541679836
1291 20 -0.287682072451781
1291 27 -2.079441541679836
1292 3 -1.791759469228055
1292 14 -1.791759469228055
1292 18 -1.098612288668110
1292 31 -1.791759469228055
1292 159 -1.791759469228055
1293 1 -3.218875824868201
1293 14 -3.218875824868201
1293 20 -3.218875824868201
1293 27 -2.525728644308256
1293 66 -1.139434283188365
1293 69 -3.218875824868201
1293 79 -3.218875824868201
1293 83 -3.218875824868201
1293 84 -3.218875824868201
1293 117 -3.218875824868201
1293 129 -3.218875824868201
1293 182 -3.218875824868201
1293 539 -2.525728644308256
1293 561 -3.218875824868201
1293 809 -3.218875824868201
1293 2219 -3.218875824868201
1294 1 -3.970291913552122
1294 8 -3.277144732992177
1294 14 -3.970291913552122
1294 24 -3.277144732992177
1294 27 -3.277144732992177
1294 72 -3.970291913552122
1294 83 -3.970291913552122
1294 84 -3.970291913552122
1294 112 -3.970291913552122
1294 117 -1.137078569495906
1294 175 -1.572396640753751
1294 479 -3.970291913552122
1294 768 -3.277144732992177
1294 867 -3.970291913552122
1294 1011 -3.970291913552122
1294 1103 -2.871679624884012
1294 1248 -3.970291913552122
1294 1560 -3.970291913552122
1294 1944 -3.970291913552122
1294 3821 -3.970291913552122
1294 4630 -3.970291913552122
1295 15 -0.693147180559945
1295 159 -0.693147180559945
1296 31 -1.098612288668110
1296 221 -1.098612288668110
1296 2626 -1.098612288668110
1297 10 -3.044522437723423
1297 24 -3.737669618283368
1297 31 -3.737669618283368
1297 66 -2.351375257163478
1297 71 -3.737669618283368
1297 78 -3.737669618283368
1297 100 -3.737669618283368
1297 188 -3.044522437723423
1297 198 -3.044522437723423
1297 205 -3.737669618283368
1297 206 -3.737669618283368
1297 221 -3.737669618283368
1297 319 -3.044522437723423
1297 486 -3.044522437723423
1297 494 -2.128231705849268
1297 498 -3.737669618283368
1297 1038 -3.737669618283368
1297 1094 -3.737669618283368
1297 1539 -3.044522437723423
1297 1868 -3.737669618283368
1297 1889 -2.639057329615259
1297 2144 -3.737669618283368
1297 2200 -3.737669618283368
1297 3051 -3.737669618283368
1297 3860 -3.737669618283368
1297 4109 -3.044522437723423
1298 27 0.000000000000000
1299 14 -2.564949357461537
1299 18 -2.564949357461537
1299 27 -2.564949357461537
1299 54 -2.564949357461537
1299 79 -1.178654996341646
1299 215 -2.564949357461537
1299 463 -2.564949357461537
1299 580 -1.871802176901591
1299 1261 -2.564949357461537
1300 15 -2.079441541679836
1300 31 -2.079441541679836
1300 38 -2.079441541679836
1300 61 -2.079441541679836
1300 66 -2.079441541679836
1300 112 -2.079441541679836
1300 573 -2.079441541679836
1300 1126 -2.079441541679836
1301 18 -0.693147180559945
1301 27 -0.693147180559945
1302 1 -3.218875824868201
1302 9 -3.218875824868201
1302 14 -1.021651247531981
1302 20 -2.120263536200091
1302 27 -2.525728644308256
